iter	RMSE
182	0.06588477313
183	0.0657288149
184	0.06550879722
185	0.06536787315
186	0.06524282658
187	0.06517017696
188	0.06505911066
189	0.064973315
190	0.06480839094
191	0.06471284904
192	0.06460201063
193	0.06446567826
194	0.06440725667
195	0.06428661217
196	0.06411298728
197	0.06402522899
198	0.06365731224
199	0.06353206978
200	0.06346297543
201	0.06340071149
202	0.0633145175
203	0.06316203778
204	0.06304879637
205	0.06295497748
206	0.06281764017
207	0.06253714124
208	0.06246291239
209	0.06231324744
210	0.06214380076
211	0.06200802962
212	0.06191202214
213	0.06172514099
214	0.06168819119
215	0.06148993828
216	0.0614022025
217	0.06129361276
218	0.06127823586
219	0.06110153553
220	0.06094239368
221	0.06077711536
222	0.06076085248
223	0.06066237426
224	0.06056561302
225	0.06055636647
226	0.06031185073
227	0.06002663975
228	0.05984764282
229	0.05980359845
230	0.05969177292
231	0.05959907843
232	0.05950397378
233	0.05939385342
234	0.05936111054
235	0.05928073465
236	0.05919882274
237	0.05914539964
238	0.0590891351
239	0.05901832439
240	0.05894782213
241	0.05886892509
242	0.05881611995
243	0.058725265
244	0.0586142355
245	0.05852046064
246	0.05847351063
247	0.05841109837
248	0.05818713035
249	0.05806201195
250	0.05805510245
251	0.05796865089
252	0.05790176835
253	0.05782280817
254	0.05769952629
255	0.05757220951
256	0.05751891483
257	0.05747893743
258	0.05737982845
259	0.05728485821
260	0.05718497686
261	0.05714923305
262	0.05706872097
263	0.05692882731
264	0.05687013875
265	0.0567361732
266	0.0566636222
267	0.05656563098
268	0.05654069715
269	0.05648111207
270	0.05636902253
271	0.05631986515
272	0.05610689257
273	0.05604344993
274	0.0560065238
275	0.05598083272
276	0.05596349075
277	0.05584579104
278	0.05578921752
279	0.05575252219
280	0.05567701847
281	0.05561117238
282	0.05552391753
283	0.05544188467
284	0.05541606814
285	0.05524463678
286	0.0551380056
287	0.05503193009
288	0.05492460687
289	0.05475265883
290	0.05470995475
291	0.05462354151
292	0.05459885998
293	0.05454658961
294	0.05448389466
295	0.05433237387
296	0.05424618643
297	0.05413661792
298	0.05404397719
299	0.05398809906
300	0.05392890478
301	0.05390585347
302	0.05378225299
303	0.05375489589
304	0.05371468151
305	0.05365282285
306	0.05355130438
307	0.05344866615
308	0.05335084896
309	0.05316378797
310	0.05307246543
311	0.05295431901
312	0.05292018413
313	0.05287637086
314	0.05281797419
315	0.05274388286
316	0.05268635395
317	0.05250687745
318	0.0524560532
319	0.05241189038
320	0.05231954066
321	0.05228248753
322	0.05221092189
323	0.05218379603
324	0.05209746443
325	0.05194931267
326	0.05192011573
327	0.05186825034
328	0.05178208677
329	0.05174094463
330	0.05168228667
331	0.05164112473
332	0.05156577511
333	0.05151688124
334	0.05136776931
335	0.05127768522
336	0.05119656768
337	0.05110129209
338	0.0510526784
339	0.05096173332
340	0.05091249138
341	0.05087930479
342	0.05085253882
343	0.05081824419
344	0.05071304357
345	0.05062223434
346	0.05054071749
347	0.05044977172
348	0.05039436402
349	0.05030813329
350	0.05023525533
351	0.05015691432
352	0.05011771232
353	0.05008123803
354	0.0500476235
355	0.05001195913
356	0.04992150752
357	0.04989993313
358	0.0498434978
359	0.04981900417
360	0.04974427751
361	0.04970959979
362	0.04967513416
363	0.04964406822
364	0.04954551236
365	0.04941869409
366	0.04938532781
367	0.04935070633
368	0.04930779616
369	0.04924122751
370	0.04917746405
371	0.04914238293
372	0.0491161071
373	0.0489961693
374	0.04897494076
375	0.04890727996
376	0.04886849884
377	0.04880605698
378	0.04872820007
379	0.04866480522
380	0.04863248249
381	0.04860811336
382	0.04844144756
383	0.04836255802
384	0.04824763675
385	0.04822909482
386	0.04817290091
387	0.04811656904
388	0.04808856808
389	0.04798904493
390	0.04794811052
391	0.04791603148
392	0.04789559054
393	0.04785906074
394	0.04783226241
395	0.04781094444
396	0.0476598482
397	0.04762177102
398	0.04760477507
399	0.04758670468
400	0.04756800564
401	0.04749610749
402	0.04743665303
403	0.04737543764
404	0.04729039651
405	0.0472732312
406	0.04717036551
407	0.04706814764
408	0.04705238669
409	0.04703323982
410	0.04689386267
411	0.04685029918
412	0.04677931203
413	0.04673181802
414	0.04662203318
415	0.04655867253
416	0.04653595007
417	0.04652331276
418	0.04650285889
419	0.04640538798
420	0.04633822341
421	0.04633273169
422	0.04627820659
423	0.04624321192
424	0.04621647153
425	0.04614560973
426	0.04612164136
427	0.04609565294
428	0.04600174753
429	0.0459164441
430	0.04589693229
431	0.04586590466
432	0.04584504196
433	0.04582232639
434	0.04581726042
435	0.04579502064
436	0.04575018727
437	0.0456750381
438	0.04561461442
439	0.04555388575
440	0.04551791336
441	0.04549839517
442	0.04544166754
443	0.04535625069
444	0.04530879167
445	0.04529018661
446	0.04527326781
447	0.04521403549
448	0.04515491012
449	0.04514143965
450	0.04510848012
451	0.04507989167
452	0.04506206425
453	0.04502989332
454	0.04502533291
455	0.0449944477
456	0.04489003744
457	0.04487267019
458	0.04480305219
459	0.04470866578
460	0.04464447895
461	0.04462820711
462	0.04454539139
463	0.04452886644
464	0.04451215158
465	0.04449650796
466	0.04446728854
467	0.04441122125
468	0.04438304714
469	0.0443034932
470	0.04428855869
471	0.04427253773
472	0.04420679975
473	0.04419137472
474	0.0441232065
475	0.04410098876
476	0.04402652594
477	0.04401219355
478	0.04394915098
479	0.04386096414
480	0.04379343053
481	0.0436982811
482	0.04362865737
483	0.0436121226
484	0.04354743298
485	0.04353380957
486	0.04348376094
487	0.04347239074
488	0.04346046263
489	0.04338514189
490	0.04332260784
491	0.04330652561
492	0.04330268985
493	0.04318474348
494	0.04312447404
495	0.0431088368
496	0.04303820344
497	0.04302293637
498	0.04301213265
499	0.04294986582
500	0.04292818319
501	0.04291370602
502	0.04284404981
503	0.04273004346
504	0.0427160869
505	0.04266506119
506	0.04262394712
507	0.04258683906
508	0.04249133877
509	0.04244070501
510	0.04237646083
511	0.04236583719
512	0.04233218412
513	0.04231860849
514	0.04229159925
515	0.04221713523
516	0.04220453085
517	0.04219135107
518	0.04217841606
519	0.04214666473
520	0.04213649286
521	0.04206822657
522	0.0420580364
523	0.04200522035
524	0.04199534164
525	0.04196201369
526	0.04190629252
527	0.04189223435
528	0.04182844164
529	0.04174585719
530	0.04173173268
531	0.04170372322
532	0.04168814703
533	0.04161676247
534	0.04159190041
535	0.04157693382
536	0.04146064938
537	0.0413424896
538	0.04132841139
539	0.04131941325
540	0.04130640033
541	0.0412342107
542	0.0412236836
543	0.04119390354
544	0.04112471798
545	0.0411114134
546	0.04104089652
547	0.04097376156
548	0.04089513506
549	0.04087216576
550	0.04085782892
551	0.04083392615
552	0.04062977549
553	0.04060985765
554	0.04058808664
555	0.0405656847
556	0.04055432951
557	0.04052543096
558	0.04050427987
559	0.04048036024
560	0.04043022011
561	0.04040086452
562	0.04032490274
563	0.04030236576
564	0.04021126163
565	0.04019906317
566	0.04018984547
567	0.04016548716
568	0.04009908371
569	0.04004072051
570	0.04001734093
571	0.03998041385
572	0.03991578173
573	0.03984231394
574	0.03980112201
575	0.03979369823
576	0.03975988302
577	0.03970767746
578	0.03967481484
579	0.03966398982
580	0.03961424857
581	0.039591755
582	0.03957385312
583	0.0395421362
584	0.03949386062
585	0.03945484084
586	0.039440945
587	0.03943049533
588	0.03936820232
589	0.0393204898
590	0.0392958186
591	0.0392641922
592	0.03925412691
593	0.03924099004
594	0.03919100711
595	0.03917708453
596	0.03909887871
597	0.03907732126
598	0.03903918983
599	0.03901862022
600	0.0389834495
601	0.03897106874
602	0.03895918123
603	0.03894776484
604	0.03890701346
605	0.03884325152
606	0.03880652226
607	0.03874522764
608	0.03868640491
609	0.03867559997
610	0.03864302234
611	0.03857729078
612	0.03851858245
613	0.03851029006
614	0.03845255671
615	0.03839637003
616	0.03834446976
617	0.03829582422
618	0.03827205083
619	0.03821671501
620	0.03815911685
621	0.03815118889
622	0.03812303058
623	0.03807638232
624	0.03806314428
625	0.03801725108
626	0.03799041703
627	0.03794502436
628	0.03790530165
629	0.03784336699
630	0.03779704573
631	0.03775367763
632	0.03771581818
633	0.0377036817
634	0.03766021679
635	0.03765162085
636	0.03761788669
637	0.03761069994
638	0.0375974669
639	0.03755162883
640	0.03750993314
641	0.03746059956
642	0.03744105581
643	0.03739334879
644	0.03736827363
645	0.03735643688
646	0.03731788563
647	0.03729894351
648	0.03728056046
649	0.03723085184
650	0.03721879222
651	0.03720731819
652	0.03718575584
653	0.03715037336
654	0.03713958637
655	0.03711928316
656	0.03709568218
657	0.03707139366
658	0.03702547716
659	0.03701502498
660	0.03700496889
661	0.0369926653
662	0.03696346256
663	0.03689723797
664	0.03688054216
665	0.0368281735
666	0.03677897761
667	0.03676344388
668	0.03674600447
669	0.03667710624
670	0.03666011038
671	0.0366358228
672	0.0366201866
673	0.0365499479
674	0.0364984243
675	0.03645758681
676	0.03643454174
677	0.03639690342
678	0.03637387426
679	0.0363240154
680	0.03628584385
681	0.03625393843
682	0.03624083096
683	0.03620753705
684	0.03618766931
685	0.03617112038
686	0.03612812695
687	0.03606563669
688	0.03602042697
689	0.03599849913
690	0.03596209183
691	0.03591194652
692	0.03589560891
693	0.03585741434
694	0.03580947454
695	0.03573024634
696	0.03569896549
697	0.03564657014
698	0.0356234953
699	0.03558551281
